*sample_name	sample_title	bioproject_accession	*organism	*collection_date	*env_biome	*env_feature	*env_material	*geo_loc_name	*host	*lat_lon	altitude	chem_administration	host_body_habitat	host_diet	host_last_meal	host_life_stage	host_sex	isolation_source	perturbation	samp_collect_device	samp_mat_process	samp_size	samp_store_temp	samp_vol_we_dna_ext	description	duplicates *once **twice	DNA_plate	DNA_well
Fe14/29718	nan	nan	Gut microflora metagenomics	2017-02-14 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29718	nan	nan	nan	nan	-80C	nan	nan	nan	P1	F9
Fe14/29694	nan	nan	Gut microflora metagenomics	2017-02-14 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29694	nan	nan	nan	nan	-80C	nan	nan	nan	P5	F11
Fe16/14233	nan	nan	Gut microflora metagenomics	2017-02-16 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2A/14233	nan	nan	nan	nan	-80C	nan	nan	nan	P9	C7
Fe16/29792	nan	nan	Gut microflora metagenomics	2017-02-16 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2A/29792	nan	nan	nan	nan	-80C	nan	nan	nan	P10	B5
Fe16/29914	nan	nan	Gut microflora metagenomics	2017-02-16 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2B/29914	nan	nan	nan	nan	-80C	nan	nan	nan	P9	B3
Fe16/14172	nan	nan	Gut microflora metagenomics	2017-02-16 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2B/14172	nan	nan	nan	nan	-80C	nan	nan	nan	P10	H9
Fe16/14172.2	nan	nan	Gut microflora metagenomics	2017-02-16 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2B/14172	nan	nan	nan	nan	-80C	nan	nan	nan	P10	H10
Fe16/29778	nan	nan	Gut microflora metagenomics	2017-02-16 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2C/29778	nan	nan	nan	nan	-80C	nan	nan	nan	P10	E7
Fe16/14273	nan	nan	Gut microflora metagenomics	2017-02-16 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2C/14273	nan	nan	nan	nan	-80C	nan	nan	nan	P9	A6
Fe16/29863	nan	nan	Gut microflora metagenomics	2017-02-16 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3A/29863	nan	nan	nan	nan	-80C	nan	nan	nan	P9	H8
Fe16/29692	nan	nan	Gut microflora metagenomics	2017-02-16 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3A/29692	nan	nan	nan	nan	-80C	nan	nan	nan	P10	E9
Fe16/29901	nan	nan	Gut microflora metagenomics	2017-02-16 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3B/29901	nan	nan	nan	nan	-80C	nan	nan	nan	P9	D2
Fe16/14163	nan	nan	Gut microflora metagenomics	2017-02-16 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3B/14163	nan	nan	nan	nan	-80C	nan	nan	nan	P10	G10
Fe16/14231	nan	nan	Gut microflora metagenomics	2017-02-16 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3C/14231	nan	nan	nan	nan	-80C	nan	nan	nan	P9	B10
Fe16/14162	nan	nan	Gut microflora metagenomics	2017-02-16 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3C/14162	nan	nan	nan	nan	-80C	nan	nan	nan	P10	B10
Fe17/29691	nan	nan	Gut microflora metagenomics	2017-02-17 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour Day 12	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2D/29691	nan	nan	nan	nan	-80C	nan	nan	nan	P9	G6
Fe17/14174	nan	nan	Gut microflora metagenomics	2017-02-17 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour Day 12	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2D/14174	nan	nan	nan	nan	-80C	nan	nan	nan	P10	H4
Fe17/14193	nan	nan	Gut microflora metagenomics	2017-02-17 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour Day 12	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2E/14193	nan	nan	nan	nan	-80C	nan	nan	nan	P9	G4
Fe17/14201	nan	nan	Gut microflora metagenomics	2017-02-17 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour Day 12	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2E/14201	nan	nan	nan	nan	-80C	nan	nan	nan	P10	C4
Fe17/14298	nan	nan	Gut microflora metagenomics	2017-02-17 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour Day 12	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2F/14298	nan	nan	nan	nan	-80C	nan	nan	nan	P9	D1
Fe17/29754	nan	nan	Gut microflora metagenomics	2017-02-17 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour Day 12	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2F/29754	nan	nan	nan	nan	-80C	nan	nan	nan	P10	E5
Fe17/29900	nan	nan	Gut microflora metagenomics	2017-02-17 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard Day 12	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3D/29900	nan	nan	nan	nan	-80C	nan	nan	nan	P9	D6
Fe17/29943	nan	nan	Gut microflora metagenomics	2017-02-17 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard Day 12	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3D/29943	nan	nan	nan	nan	-80C	nan	nan	nan	P10	B4
Fe17/29655	nan	nan	Gut microflora metagenomics	2017-02-17 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard Day 12	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3E/29655	nan	nan	nan	nan	-80C	nan	nan	nan	P10	F6
Fe17/14171	nan	nan	Gut microflora metagenomics	2017-02-17 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard Day 12	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3E/14171	nan	nan	nan	nan	-80C	nan	nan	nan	P9	C5
Fe17/29745	nan	nan	Gut microflora metagenomics	2017-02-17 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard Day 12	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3F/29745	nan	nan	nan	nan	-80C	nan	nan	nan	P10	D2
Fe17/29645	nan	nan	Gut microflora metagenomics	2017-02-17 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard Day 12	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3F/29645	nan	nan	nan	nan	-80C	nan	nan	nan	P9	B9
Fe21/29707	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1A/29707	nan	nan	nan	nan	-80C	nan	nan	nan	P1	G1
Fe21/14322	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1A/14322	nan	nan	nan	nan	-80C	nan	nan	nan	P5	E11
Fe21/29913	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1A/29913	nan	nan	nan	nan	-80C	nan	nan	nan	P1	E10
Fe21/14187	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1A/14187	nan	nan	nan	nan	-80C	nan	nan	nan	P6	B9
Fe21/14286	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1B/14286	nan	nan	nan	nan	-80C	nan	nan	nan	P1	C4
Fe21/29962	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1B/29962	nan	nan	nan	nan	-80C	nan	nan	nan	P1	E3
Fe21/29665	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1B/29665	nan	nan	nan	nan	-80C	nan	nan	nan	P2	C2
Fe21/29705	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1B/29705	nan	nan	nan	nan	-80C	nan	nan	nan	P2	F11
Fe21/29654	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1C/29654	nan	nan	nan	nan	-80C	nan	nan	nan	P4	H6
Fe21/14184	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1C/14184	nan	nan	nan	nan	-80C	nan	nan	nan	P4	H7
Fe21/29666	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1C/29666	nan	nan	nan	nan	-80C	nan	nan	nan	P3	D1
Fe21/29948	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1C/29948	nan	nan	nan	nan	-80C	nan	nan	nan	P3	E8
Fe21/14159	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2A/14159	nan	nan	nan	nan	-80C	nan	nan	nan	P4	A10
Fe21/14205	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2A/14205	nan	nan	nan	nan	-80C	nan	nan	nan	P1	F2
Fe21/29752	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2A/29752	nan	nan	nan	nan	-80C	nan	nan	nan	P1	B2
Fe21/29875	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2A/29875	nan	nan	nan	nan	-80C	nan	nan	nan	P2	C10
Fe21/29644	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2B/29644	nan	nan	nan	nan	-80C	nan	nan	nan	P1	A3
Fe21/14276	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2B/14276	nan	nan	nan	nan	-80C	nan	nan	nan	P2	A3
Fe21/14262	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2B/14262	nan	nan	nan	nan	-80C	nan	nan	nan	P1	B1
Fe21/29765	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2B/29765	nan	nan	nan	nan	-80C	nan	nan	nan	P1	H7
Fe21/29864	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2C/29864	nan	nan	nan	nan	-80C	nan	nan	nan	P2	E6
Fe21/14317	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2C/14317	nan	nan	nan	nan	-80C	nan	nan	nan	P2	E12
Fe21/29742	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2C/29742	nan	nan	nan	nan	-80C	nan	nan	nan	P2	E2
Fe21/29846	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2C/29846	nan	nan	nan	nan	-80C	nan	nan	nan	P2	H1
Fe21/29961	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2D/29961	nan	nan	nan	nan	-80C	nan	nan	nan	P4	H4
Fe21/14295	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2D/14295	nan	nan	nan	nan	-80C	nan	nan	nan	P1	H9
Fe21/29652	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2D/29652	nan	nan	nan	nan	-80C	nan	nan	nan	P4	F3
Fe21/14194	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2D/14194	nan	nan	nan	nan	-80C	nan	nan	nan	P1	A1
Fe21/29951	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2E/29951	nan	nan	nan	nan	-80C	nan	nan	nan	P2	F5
Fe21/29703	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2E/29703	nan	nan	nan	nan	-80C	nan	nan	nan	P1	C5
Fe21/29934	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2E/29934	nan	nan	nan	nan	-80C	nan	nan	nan	P3	H5
Fe21/29865	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2E/29865	nan	nan	nan	nan	-80C	nan	nan	nan	P2	G6
Fe21/29667	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2F/29667	nan	nan	nan	nan	-80C	nan	nan	nan	P2	B11
Fe21/29931	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2F/29931	nan	nan	nan	nan	-80C	nan	nan	nan	P3	F9
Fe21/14320	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2F/14320	nan	nan	nan	nan	-80C	nan	nan	nan	P4	B9
Fe21/14287	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2F/14287	nan	nan	nan	nan	-80C	nan	nan	nan	P1	A9
Fe21/29924	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3A/29924	nan	nan	nan	nan	-80C	nan	nan	nan	P2	A12
Fe21/14209	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3A/14209	nan	nan	nan	nan	-80C	nan	nan	nan	P4	A1
Fe21/14188	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3A/14188	nan	nan	nan	nan	-80C	nan	nan	nan	P3	B9
Fe21/14307	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3A/14307	nan	nan	nan	nan	-80C	nan	nan	nan	P1	B11
Fe21/14183	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3B/14183	nan	nan	nan	nan	-80C	nan	nan	nan	P1	D4
Fe21/14306	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3B/14306	nan	nan	nan	nan	-80C	nan	nan	nan	P3	A4
Fe21/14308	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3B/14308	nan	nan	nan	nan	-80C	nan	nan	nan	P3	F6
Fe21/29700	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3B/29700	nan	nan	nan	nan	-80C	nan	nan	nan	P2	C8
Fe21/29704	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3C/29704	nan	nan	nan	nan	-80C	nan	nan	nan	P2	G2
Fe21/14284	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3C/14284	nan	nan	nan	nan	-80C	nan	nan	nan	P1	G8
Fe21/14275	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3C/14275	nan	nan	nan	nan	-80C	nan	nan	nan	P1	E9
Fe21/14288	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3C/14288	nan	nan	nan	nan	-80C	nan	nan	nan	P2	A11
Fe21/14297	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3D/14297	nan	nan	nan	nan	-80C	nan	nan	nan	P1	A12
Fe21/14274	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3D/14274	nan	nan	nan	nan	-80C	nan	nan	nan	P1	G12
Fe21/29679	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3D/29679	nan	nan	nan	nan	-80C	nan	nan	nan	P1	A5
Fe21/14263	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3D/14263	nan	nan	nan	nan	-80C	nan	nan	nan	P3	C9
Fe21/29702	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3E/29702	nan	nan	nan	nan	-80C	nan	nan	nan	P4	D8
